Total Count, Unique Count, Unique/Total Ratio, Text
10, 6, 0.6, When did you guys get engaged?!""
1, 0, 0, 
9, 5, 0.5555555555555556, When will the wedding be?!""
1, 0, 0, 
11, 11, 1, A red Range Rover pulled up and Daxton opened the door
1, 0, 0, 
8, 5, 0.625, You're failing miserably."" Daxton said
1, 0, 0, 
18, 14, 0.7777777777777778, Well you try being pregnant and bending over at the same time."" I grumbled.
1, 0, 0, 
1, 1, 1, Here
1, 0, 0, 
1, 1, 1, Ugh
1, 0, 0, 
10, 6, 0.6, You're not going home."" I frowned.
1, 0, 0, 
10, 7, 0.7, Where are we going then?"" I asked
1, 0, 0, 
12, 7, 0.5833333333333334, To see my parents."" My eyes shot open.
1, 0, 0, 
4, 2, 0.5, What?! Dax
1, 0, 0, 
15, 11, 0.7333333333333333, We have to announce our engagement to them and that you're....pregnant
1, 0, 0, 
1, 1, 1, Wait
1, 0, 0, 
8, 8, 1, If we want to keep our good names
1, 0, 0, 
8, 8, 1, But if we have to keep this up
1, 0, 0, 
1, 1, 1, Yes
1, 0, 0, 
4, 0, 0, ***
1, 0, 0, 
46, 34, 0.7391304347826086, I ignored him for the rest of the ride to his parents house. How dare he say we have to get married without my consent. I was furious with him that I didn't even look at him. I ignored everything he asked me
1, 0, 0, 
7, 7, 1, When we pulled up to the driveway
1, 0, 0, 
1, 1, 1, Look
1, 0, 0, 
10, 7, 0.7, Whatever."" I went to open my door
1, 0, 0, 
10, 7, 0.7, Don't even think about it."" He said
1, 0, 0, 
7, 4, 0.5714285714285714, You ready?"" He asked
1, 0, 0, 
31, 25, 0.8064516129032258, Are you crazy? I'll never be ready to mingle with your parents."" He cracked a smile at my statement before going back to his stoic stance.
1, 0, 0, 
36, 29, 0.8055555555555556, Come on."" He grabbed my hand and tingles went up my spine. I have got to get back control of my body because these reactions are not okay. It's the hormones
1, 0, 0, 
27, 21, 0.7777777777777778, We walked to the front door of the large house and rang the doorbell. Nervousness shot through me and the worse thoughts crossed my mind.
1, 0, 0, 
1, 1, 1, Wait
12, 3, 0.25, 64693;"Pop the Moscato. 
1, 1, 1, Zip
5, 3, 0.6, Panties and slippers."
29, 13, 0.4482758620689655, 64694;"*prsmkdwn-i*He's older now */prsmkdwn-i* and when he looks at me he wants answers. 
35, 22, 0.6285714285714286,  I look up at him now. He's taller. He's handsome and I hate you more when I look at him. But he has your eyes and they break me. 
31, 20, 0.6451612903225806,  I let him hug me and I hold him. Tighter now. Because he isn't mine anymore. He looks at me because I hold the answers to you
6, 6, 1, There is blame in his eyes
10, 9, 0.9, And I regret that I did not die with you
9, 7, 0.7777777777777778, When his eyes look down on mine. 
6, 5, 0.8333333333333334,  So much confusion and hate
3, 3, 1, But I trust
34, 20, 0.5882352941176471,  And I go through the motions. *prsmkdwn-i*She was sick. She loved you*/prsmkdwn-i* and I pray all the while for a moment of truth.
23, 20, 0.8695652173913043,  Where i can look my lil man in the eyes and tell him just what a selfish cunt you were."
10, 3, 0.3, 64695;"something dreamy shines
2, 2, 1, the ripples
4, 3, 0.75, quickly moving sky"
23, 8, 0.34782608695652173, 64696;"*prsmkdwn-i**prsmkdwn-b***PLEASE READ!** In this chapter
1, 0, 0, 
16, 5, 0.3125, *prsmkdwn-i**prsmkdwn-b*Thanks xx*/prsmkdwn-b**/prsmkdwn-i*
1, 0, 0, 
98, 0, 0, -------------------------------------------------------------------------------------------------
1, 0, 0, 
24, 19, 0.7916666666666666, Mr. and Mrs. King stood in the doorway and immediately smiled when they saw Daxton. Daxton looked exactly like his father
1, 0, 0, 
11, 7, 0.6363636363636364, Daxton! What a surprise!"" His mother exclaimed
1, 0, 0, 
1, 1, 1, Oh
1, 0, 0, 
8, 5, 0.625, It is indeed."" I responded
1, 0, 0, 
26, 22, 0.8461538461538461, Are you guys going to invite us in? Ari can't stand on her feet too long."" I thanked Daxton with my eyes
1, 0, 0, 
1, 1, 1, Oh
1, 0, 0, 
5, 5, 1, I looked around the foyer
1, 0, 0, 
9, 8, 0.8888888888888888, While Mrs. King went to get the food
1, 0, 0, 
1, 1, 1, So
1, 0, 0, 
11, 9, 0.8181818181818182, He sure is. He seemed to be working even harder
1, 0, 0, 
1, 1, 1, Ahh
1, 0, 0, 
31, 21, 0.6774193548387096, Of course."" I answered and he smiled at me. I smiled back and looked up when Daxton's mom came back in with a tray of drinks.
1, 0, 0, 
44, 34, 0.7727272727272727, Here you are."" She set down the drinks in front of us and they all proceeded to drink. But I looked at my drink and immediately knew it was alcohol. Mrs. King looked at me over her glass
1, 0, 0, 
23, 13, 0.5652173913043478, I frowned at her. Was she serious? ""I'm pregnant. I can't drink."" I ground out
1, 0, 0, 
1, 1, 1, Mom
1, 0, 0, 
2, 2, 1, Oh my
1, 0, 0, 
4, 4, 1, Water will be great
1, 0, 0, 
1, 1, 1, Arielle
1, 0, 0, 
20, 16, 0.8, We're here to tell you guys about my pregnancy."" I stated. She coughed in her napkin
1, 0, 0, 
5, 5, 1, Why would you do that
1, 0, 0, 
1, 1, 1, Oh
1, 0, 0, 
23, 16, 0.6956521739130435, Preposterous! Daxton would never knock up some..some low-life."" My mouth hung open at her insult.
1, 0, 0, 
12, 8, 0.6666666666666666, Mother!"" Daxton yelled and she turned to him.
1, 0, 0, 
5, 5, 1, Tell me it's not true
1, 0, 0, 
12, 7, 0.5833333333333334, It's a boy."" Was all he said. 
1, 0, 0, 
14, 10, 0.7142857142857143, Did I forget to mention that we're engaged?"" I butt in
1, 0, 0, 
1, 1, 1, Ari
1, 0, 0, 
23, 17, 0.7391304347826086, Don't what? Tell her the truth? She was going to find out sooner or later."" I argued.
1, 0, 0, 
9, 8, 0.8888888888888888, How dare you trick my son into marrying you
1, 0, 0, 
16, 12, 0.75, Denise!"" Mr. King grabbed his wife and pulled her away from me
1, 0, 0, 
4, 4, 1, I'm disappointed in you
1, 0, 0, 
1, 1, 1, Ari
1, 0, 0, 
28, 21, 0.75, Let you handle it? She would've taken it just as hard if you had told her."" Daxton shook his head and stood up.
1, 0, 0, 
1, 1, 1, No
1, 0, 0, 
34, 24, 0.7058823529411765, Are you telling me this is my fault? You think I wanted your crazy ass mother attacking me like some animal?!"" I yelled. Daxton just stared at me
1, 0, 0, 
4, 4, 1, You are something else
1, 0, 0, 
11, 10, 0.9090909090909091, All I'm saying is that you had it coming for you
1, 0, 0, 
7, 3, 0.42857142857142855, What!?"" I shrieked
1, 0, 0, 
14, 10, 0.7142857142857143, You wouldn't."" He said darkly. I stepped up to him
1, 0, 0, 
35, 26, 0.7428571428571429, Try me."" Footsteps sounded behind Dax and I looked behind his shoulder to see Mr. King coming back. He seemed stressed as he ran his fingers through his hair repeatedly
1, 0, 0, 
3, 3, 1, I'm so sorry
1, 0, 0, 
1, 1, 1, No
1, 0, 0, 
3, 2, 0.6666666666666666, Okay. Well
1, 0, 0, 
30, 18, 0.6, Thank you."" I smiled at him before looking at Dax. We'll see about that. ""I'm ready to leave."" With that
1, 0, 0, 
18, 17, 0.9444444444444444, I slipped into the vehicle and didn't look at Daxton when he slid in next to me.
1, 0, 0, 
2, 2, 1, My penthouse
1, 0, 0, 
1, 1, 1, Um
1, 0, 0, 
12, 9, 0.75, Ari-"" I held up my hand to shush him
1, 0, 0, 
5, 5, 1, When we reached my house
1, 0, 0, 
18, 14, 0.7777777777777778, We need to talk later."" He said. I ignored him and unlocked the door
1, 0, 0, 
1, 1, 1, Frowning
1, 0, 0, 
20, 17, 0.85, A scream slipped through my lips and I shut my eyes immediately. Rayna and Marco scrambled to cover themselves
31, 18, 0.5806451612903226, 64697;"""Ari! You weren't supposed to be here yet."" Rayna picked up Marco's shirt and threw it over her
1, 0, 0, 
3, 3, 1, What the fuck
1, 0, 0, 
2, 2, 1, I'm sorry
1, 0, 0, 
56, 34, 0.6071428571428571, It just happened? Is that what you're gonna say to Sam when you tell him that you cheated on him with Marc?"" She flinched at my words and I turned my head to Marco. ""What about you? What do you have to say for yourself?""
1, 0, 0, 
18, 16, 0.8888888888888888, He shifted uncomfortably as he explained that him and Rayna have had feelings for each other for years
1, 0, 0, 
68, 33, 0.4852941176470588, You need to tell Sam."" I pointed to Ray. ""And you.."" I swung my finger to Marco. ""...I don't really know what you should do. Just....wait till Ray breaks up with Sam before banging my friend...again."" He cracked a smile.
1, 0, 0, 
19, 14, 0.7368421052631579, Anything for my favorite pregnant lady."" He kissed my cheek and I swatted him away.
1, 0, 0, 
1, 1, 1, Ew
1, 0, 0, 
1, 1, 1, Alright
1, 0, 0, 
11, 8, 0.7272727272727273, Are you mad at me?"" Rayna asked quietly
1, 0, 0, 
9, 8, 0.8888888888888888, Of course not. It's your life to live
1, 0, 0, 
28, 20, 0.7142857142857143, She pouted her lips. ""I just.....don't feel anything for Sam anymore. He's been into a lot of illegal stuff
1, 0, 0, 
2, 2, 1, My ex
1, 0, 0, 
8, 8, 1, You need to break it off with him
1, 0, 0, 
6, 5, 0.8333333333333334, I will. Thanks for understanding
1, 0, 0, 
24, 21, 0.875, That's what best friends are for. Now go buy me some sushi. Daxton's mom went all bat-shit crazy on me earlier
1, 0, 0, 
24, 18, 0.75, Aye aye captain."" She saluted and grabbed her keys before taking off to the sushi place. When she came back
1, 0, 0, 
36, 27, 0.75, She tried to make you drink wine? That bitch! I should've been there."" She said with her mouth full of food. I chuckled and shook my head. After eating
1, 0, 0, 
1, 1, 1, Ray
1, 0, 0, 
1, 1, 1, Oh
1, 0, 0, 
8, 8, 1, I had a few texts from my job
1, 0, 0, 
15, 10, 0.6666666666666666, We need to talk. Meet me at the office in 10.
1, 0, 0, 
3, 2, 0.6666666666666666, Oops. Well
1, 0, 0, 
1, 1, 1, Jessica
1, 0, 0, 
46, 29, 0.6304347826086957, Here to see Mr. King?"" I nodded and she walked me to the elevator like she did the first time I met her. I frowned to myself. I was not totally helpless just because I was pregnant. Like before
1, 0, 0, 
11, 10, 0.9090909090909091, I sighed with relief when floor thirty appeared. Walking off
1, 0, 0, 
1, 1, 1, Frowning
1, 0, 0, 
21, 14, 0.6666666666666666, In the secret office was a large bed. On the edge of very large bed was a very skinny girl
1, 0, 0, 
1, 1, 1, Oh
1, 0, 0, 
8, 8, 1, That made me unfreeze and I turned away
1, 0, 0, 
13, 10, 0.7692307692307693, Ari!"" Daxton voice carried down the hallway and I panicked
1, 0, 0, 
43, 28, 0.6511627906976745, He growled as people got in his way as he tried to make it to the elevator before the doors closed. I breathed a sigh of relief as the elevator went down. Not many people got on as it went down
1, 0, 0, 
6, 3, 0.5, Fuck!"" I yelled
1, 0, 0, 
42, 32, 0.7619047619047619, Arielle!"" I turned and gasped when I saw Daxton running at full speed towards me. He actually came after me? I didn't stop to think about that because I sped walked out the doors and kept walking
1, 0, 0, 
8, 8, 1, A hand grabbed my shoulder and I turned
1, 0, 0, 
1, 1, 1, Shit
1, 0, 0, 
4, 4, 1, Let go of me
1, 0, 0, 
35, 25, 0.7142857142857143, No."" His eyes challenged me to protest and I sighed with defeat. ""Why did you leave?"" A pang shot through my chest at that question.
1, 0, 0, 
24, 16, 0.6666666666666666, Why did I leave? Did you really want me to stay there while you banged some whore?!"" I yelled
1, 0, 0, 
1, 1, 1, Look
1, 0, 0, 
30, 23, 0.7666666666666667, No! Don't try and explain yourself! I'm tired of these games you like to play. Make me feel like you actually feel something for me one day
1, 0, 0, 
7, 4, 0.5714285714285714, Ari-"" He tried again
1, 0, 0, 
18, 17, 0.9444444444444444, Maybe it's these hormones but I'm tired of walking in on people fucking each other! Especially you
1, 0, 0, 
1, 1, 1, Fuck
1, 0, 0, 
15, 10, 0.6666666666666666, You're such an asshole."" I sobbed and I felt him sigh.
1, 0, 0, 
7, 4, 0.5714285714285714, I'm sorry."" I paused
1, 0, 0, 
6, 3, 0.5, What?"" I whispered
1, 0, 0, 
2, 2, 1, I'm sorry
1, 0, 0, 
1, 1, 1, No
40, 25, 0.625, 64698;"I was shocked at the fact that he was kissing me. I was about to start enjoying it when I realized he had just come from having sex with that whore.
1, 0, 0, 
1, 1, 1, Ew
1, 0, 0, 
5, 5, 1, I didn't eat her out
1, 0, 0, 
2, 2, 1, Jesus Christ
1, 0, 0, 
5, 5, 1, I didn't kiss her either
1, 0, 0, 
1, 1, 1, Okay
1, 0, 0, 
10, 5, 0.5, Two years?! No fucking way.""
1, 0, 0, 
27, 22, 0.8148148148148148, I wanna make sure our baby doesn't have any siblings popping out anytime soon."" He groaned and ran his hand down his face.
1, 0, 0, 
1, 1, 1, Okay
1, 0, 0, 
16, 13, 0.8125, Does it look like I'm having sex anytime soon?"" He didn't answer me
1, 0, 0, 
1, 1, 1, Ugh
1, 0, 0, 
1, 1, 1, Oh
1, 0, 0, 
1, 1, 1, Okay
1, 0, 0, 
16, 12, 0.75, That's perfect. I'll see you then."" He was about to walk away
1, 0, 0, 
9, 6, 0.6666666666666666, How kind of you."" I mocked
1, 0, 0, 
6, 3, 0.5, Hallelujah."" I mumbled
1, 0, 0, 
12, 9, 0.75, Excuse me miss?"" I stopped humming and looked up
1, 0, 0, 
4, 1, 0.25, Yes?""
1, 0, 0, 
18, 14, 0.7777777777777778, This gentleman here wants you to come up to the front."" I lifted my eyebrows
1, 0, 0, 
2, 2, 1, Jeremy Ringer
1, 0, 0, 
31, 24, 0.7741935483870968, Jeremy?"" I whispered not believing it was him. He had moved about five years ago with his dad because he was always in so much trouble.
1, 0, 0, 
1, 1, 1, Hey
1, 0, 0, 
26, 13, 0.5, Jeremy."" I breathed again. ""W-what are you doing here? I thought you moved."" I said
1, 0, 0, 
4, 4, 1, That's what everyone thought
1, 0, 0, 
8, 6, 0.75, But enough about me. What about you
1, 0, 0, 
1, 1, 1, Thanks
1, 0, 0, 
1, 1, 1, So
1, 0, 0, 
22, 14, 0.6363636363636364, My mouth opened and closed. ""I-I thought you moved away and I didn't think you shared my feelings
1, 0, 0, 
1, 1, 1, Princess
1, 0, 0, 
9, 8, 0.8888888888888888, I was scared. You were a wild boy
4, 4, 1, I mentioned other people
1, 0, 0, 
3, 3, 1, He scooted forward
1, 0, 0, 
1, 1, 1, Jer
1, 0, 0, 
5, 4, 0.8, So? I like you
1, 0, 0, 
15, 10, 0.6666666666666666, What was that for?"" I breathed softly. He grinned slyly.
1, 0, 0, 
19, 14, 0.7368421052631579, How does tomorrow sound? At noon?"" He ignored my question and I shook my head
1, 0, 0, 
25, 19, 0.76, Sounds great."" He kissed my cheek this time before sliding out the booth and disappearing out the door. I slumped back
1, 0, 0, 
33, 26, 0.7878787878787878, Daxton wanted to meet me at noon tomorrow.....and so did Jeremy. I groaned and hoped that one of them came earlier than the other. If not
27, 16, 0.5925925925925926, 64699;"She craves for riches. Silver and gold. A million dollars at her disposal. A great big mansion
1, 0, 0, 
34, 23, 0.6764705882352942, He wants power. A feeling of superiority. Absolute authority. Subordinates at his beck and call. Everything is under his control. He is the king. Master of all.
1, 0, 0, 
1, 1, 1, Oh
13, 6, 0.46153846153846156, 64700;"I woke up the next day
1, 0, 0, 
6, 3, 0.5, Ray!"" I yelled
1, 0, 0, 
1, 1, 1, What
1, 0, 0, 
32, 24, 0.75, You didn't wake me up! I was supposed to tell Daxton that I couldn't meet with him today."" I hurried to my bathroom and stripped off my clothes
1, 0, 0, 
2, 2, 1, Ohhh yeah
1, 0, 0, 
15, 10, 0.6666666666666666, Shut up."" I mumbled. She laughed and turned to leave.
1, 0, 0, 
2, 2, 1, Better hurry
1, 0, 0, 
1, 1, 1, Ugh
1, 0, 0, 
6, 6, 1, My eyes raked down his body
1, 0, 0, 
9, 6, 0.6666666666666666, See something you like?"" He asked
1, 0, 0, 
8, 5, 0.625, Not even close."" He frowned
1, 0, 0, 
4, 4, 1, Before we start talking
1, 0, 0, 
12, 11, 0.9166666666666666, I opened the door and forced a smile on my face.
1, 0, 0, 
31, 20, 0.6451612903225806, Jeremy! Hey! I wasn't...expecting you here."" I emphasized here. He smiled at me and my heart sped up a bit. Jesus
1, 0, 0, 
11, 8, 0.7272727272727273, I decided to surprise you. I didn't want you driving
1, 0, 0, 
18, 13, 0.7222222222222222, Aww thank you so much! You didn't have to."" He looked down at me
1, 0, 0, 
10, 6, 0.6, Of course I did. You deserve-""
1, 0, 0, 
3, 3, 1, What the fuck
1, 0, 0, 
1, 1, 1, Uh
1, 0, 0, 
1, 1, 1, No
1, 0, 0, 
31, 22, 0.7096774193548387, So you plan something knowing we needed to talk? I bet you brought him over to fuck."" Daxton spit out. I gasped at his accusation.
1, 0, 0, 
1, 1, 1, Dax
1, 0, 0, 
28, 21, 0.75, Save it. Deal's over. I'll fuck who I wanna fuck since you think you can do the same thing."" He brushed past me
1, 0, 0, 
9, 5, 0.5555555555555556, Arielle? You okay?"" Jeremy asked
1, 0, 0, 
5, 5, 1, If you wanna leave too
1, 0, 0, 
34, 23, 0.6764705882352942, Ari.."" He engulfed me into a hug and I accepted his embrace. I needed someone to just hold me right now. ""I won't ever leave you
1, 0, 0, 
4, 0, 0, ***
1, 0, 0, 
7, 4, 0.5714285714285714, No way!"" I yelled
1, 0, 0, 
17, 13, 0.7647058823529411, Yes way! I almost fell off the cliff doing that too."" Jeremy explained
1, 0, 0, 
12, 9, 0.75, So what other place did you visit?"" I asked
1, 0, 0, 
1, 1, 1, Well
1, 0, 0, 
68, 35, 0.5147058823529411, Sorry. Hold on."" I picked up my phone and answered without looking at the caller ID. ""Hello?"" Heavy breathing fill my ear and I frowned. ""Who is this?"" The person hung up and I looked at my phone. That was weird. I shrugged and tossed my phone beside me.
1, 0, 0, 
11, 8, 0.7272727272727273, Do you know who that was?"" Jeremy asked
1, 0, 0, 
1, 1, 1, No
1, 0, 0, 
20, 16, 0.8, He kept quiet and started to lean forward. I blushed when I realized what he was about to do
1, 0, 0, 
8, 5, 0.625, Jeremy cleared his throat. ""I
1, 0, 0, 
18, 13, 0.7222222222222222, Arielle! You need to get here now!"" Rayna's panicked voice filled my ear.
1, 0, 0, 
7, 4, 0.5714285714285714, What happened?"" I asked
1, 0, 0, 
9, 5, 0.5555555555555556, It's Dax!"" My heart jumped.
1, 0, 0, 
7, 4, 0.5714285714285714, What happened?"" I shouted
1, 0, 0, 
15, 12, 0.8, He got into an accident and he's in the hospital!"" I gasped
1, 0, 0, 
7, 3, 0.42857142857142855, What?!"" I shrieked
1, 0, 0, 
2, 2, 1, Pretty bad
1, 0, 0, 
15, 8, 0.5333333333333333, Ari? Ari! You there?"" Rayna yelled through the phone.
1, 0, 0, 
36, 22, 0.6111111111111112, What if there's nothing the doctor's can do? What if he stays in the coma forever? What if he dies?!"" I asked freaking out. I pulled at my hair
1, 0, 0, 
1, 1, 1, Ari
1, 0, 0, 
5, 2, 0.4, But Ray-""
1, 0, 0, 
6, 6, 1, Do it for your baby boy
1, 0, 0, 
10, 6, 0.6, Who's in the hospital?"" He asked.
1, 0, 0, 
6, 3, 0.5, Daxton."" I whispered
1, 0, 0, 
17, 12, 0.7058823529411765, Daxton King's room."" I said to the receptionist. She eyed me warily.
1, 0, 0, 
13, 9, 0.6923076923076923, And you are?"" She glanced down at my belly.
1, 0, 0, 
12, 6, 0.5, His fiancé. Now what's his room number?""
1, 0, 0, 
1, 1, 1, Sorry
1, 0, 0, 
7, 7, 1, I'm the mother of his unborn child
1, 0, 0, 
39, 25, 0.6410256410256411, 241."" I stopped my ranting when a doctor came behind her. He frowned at her. ""Next time a pregnant woman comes around asking for her fiancé's room number
1, 0, 0, 
1, 1, 1, Yeah
1, 0, 0, 
1, 1, 1, Ari
13, 1, 0.07692307692307693, 64701;"BEEP! BEEP! BEEP!
1, 0, 0, 
15, 11, 0.7333333333333333, I groaned and opened my eyes. I recognized that sound. I looked around
1, 0, 0, 
27, 22, 0.8148148148148148, Oh no you don't."" I looked up to see Rayna taking my hand away from the IV that was stuck in my arm.
1, 0, 0, 
12, 8, 0.6666666666666666, But I have to go see Daxton."" I whined
1, 0, 0, 
16, 13, 0.8125, You fainted last time you saw Daxton. The nurse wants you to take it easy
1, 0, 0, 
29, 21, 0.7241379310344828, I need to see him."" I put on my sad face and hoped it worked. Rayna's face dropped and she huffed before looking around.
1, 0, 0, 
1, 1, 1, Okay
1, 0, 0, 
8, 8, 1, Ray stuck her head out the door first
1, 0, 0, 
13, 9, 0.6923076923076923, I'll leave you two alone."" Ray whispered. I nodded
1, 0, 0, 
20, 18, 0.9, The thought made tears leak out my eyes and I quickly wiped them away. I couldn't cry over him
1, 0, 0, 
17, 15, 0.8823529411764706, Rapid beeping shocked me out of my thoughts my heart quickened. Nurses and doctor poured in
1, 0, 0, 
17, 13, 0.7647058823529411, His heart rate is dropping!"" One yelled. I got up from the chair
1, 0, 0, 
7, 4, 0.5714285714285714, What's happening?"" I asked
1, 0, 0, 
12, 8, 0.6666666666666666, Get her out of here!"" A doctor ordered.
1, 0, 0, 
60, 44, 0.7333333333333333, No! I wanna know what's going on!"" I yanked my arm out of one of the nurses hold and she hesitated. She knew that roughing me up would not be the smartest thing to do since I could press charges and I'm pregnant. I tried to peek around the white coats to see Daxton
1, 0, 0, 
6, 6, 1, The main doctor walked my way
1, 0, 0, 
21, 15, 0.7142857142857143, What's happening to him?"" I whispered. He looked at the nurse before looking back at me.
1, 0, 0, 
16, 12, 0.75, His heart stopped. We're trying out best to revive him."" I gasped
1, 0, 0, 
7, 4, 0.5714285714285714, No."" I breathed out
1, 0, 0, 
13, 8, 0.6153846153846154, Arielle! Calm down!"" Jeremy's voice filled my ear.
1, 0, 0, 
40, 27, 0.675, He's going to die! He can't die! I can't be a single mother! I'll kill him if he dies! He can't-"" Sobs overtook my body and I grabbed the front of Jeremy's shirt
1, 0, 0, 
22, 18, 0.8181818181818182, I sat down in a chair outside the room and put both hands on my belly. I down at the floor
1, 0, 0, 
8, 5, 0.625, Ari?"" I heard Ray's voice
1, 0, 0, 
11, 11, 1, I stayed in that position all night and into the morning
1, 0, 0, 
29, 20, 0.6896551724137931, Mrs. King?"" The doctor called out. Who's Mrs. King? I raised my eyes to see that he was looking straight at me
1, 0, 0, 
30, 24, 0.8, Yes?"" My voice was hoarse from the nonstop crying and I could feel that my eyes were still puffy and red. He smiled hesitantly at me
1, 0, 0, 
54, 33, 0.6111111111111112, We have some good news."" I perked up. Good news? ""Daxton woke up early this morning and-"" I didn't wait for him to finish. I walked as fast as I could to Daxton's room and flung the door open. There he was
1, 0, 0, 
6, 3, 0.5, Dax."" I whispered
1, 0, 0, 
22, 14, 0.6363636363636364, Ari...can't breathe...ow.."" His voice was strained and I quickly let him go
1, 0, 0, 
10, 7, 0.7, Sorry."" He smiled and I sat down
1, 0, 0, 
8, 5, 0.625, You're actually here."" He said
1, 0, 0, 
16, 10, 0.625, Why wouldn't I be?"" I asked. He looked away before answering.
1, 0, 0, 
6, 6, 1, I'm such an asshole to you
1, 0, 0, 
33, 23, 0.696969696969697, Could I give him another chance? Should I? What if he breaks my heart again? I ignored the voice inside of me and decided to give him another chance.
1, 0, 0, 
53, 31, 0.5849056603773585, Okay."" I whispered. I grabbed his hand and he squeezed it and brought it to his lips. Tingles went down my body and I blushed lightly and looked away. I looked towards the door and saw Jeremy frowning. He looked and me and shook his head
1, 0, 0, 
27, 22, 0.8148148148148148, What's he doing here?"" Daxton didn't sound too happy with the fact that a guy he couldn't stand was in his hospital room.
1, 0, 0, 
1, 1, 1, He
1, 0, 0, 
8, 8, 1, You seemed to have made a remarkable recovery
1, 0, 0, 
16, 14, 0.875, Thank you sir. I'm sure it was all because of your wonderful staff. So
1, 0, 0, 
37, 30, 0.8108108108108109, You won't be going to work anytime soon. You have three broken ribs and they all need proper healing. Do you have anybody that can take care of you around the clock? If not
1, 0, 0, 
25, 20, 0.8, I'll take care of him."" My mouth moved before my brain could process what I just said. Everyone looked at me
1, 0, 0, 
1, 1, 1, Ari
1, 0, 0, 
9, 8, 0.8888888888888888, I don't have a problem doing it. Plus
1, 0, 0, 
9, 8, 0.8888888888888888, Great! We have to run few more tests
1, 0, 0, 
39, 31, 0.7948717948717948, I'm glad she volunteered because I do not want to be the one to help out get dressed."" Dax scowled as Marco laughed. ""I'll be dealing with your paperwork and stuff at work
1, 0, 0, 
28, 20, 0.7142857142857143, Good. I'll make sure I give you a raise when I get back."" Marco pumped his fists in the air. ""Ari
1, 0, 0, 
1, 1, 1, Wait
1, 0, 0, 
25, 20, 0.8, Everyone thinks we're engaged anyway and you can't keep driving back and forth so you might as well come stay with me.""
1, 0, 0, 
11, 7, 0.6363636363636364, I agree."" Rayna said and Marco nodded.
1, 0, 0, 
11, 9, 0.8181818181818182, What the hell did I just get myself into?"
10, 1, 0.1, 64702;"""Ari
1, 0, 0, 
36, 24, 0.6666666666666666, Shut up and just be happy that you own my house now."" I muttered. ""You're welcome."" Rayna huffed and skipped over to where I was sitting.
1, 0, 0, 
47, 34, 0.723404255319149, Thank you so much best friend in the whole wide world. I promise not to christen most of the rooms in the house with Marco."" I almost puked in my mouth at her words. She laughed loudly at my facial expression.
1, 0, 0, 
11, 8, 0.7272727272727273, Did you break up with him?"" I asked
1, 0, 0, 
3, 2, 0.6666666666666666, He--uh
1, 0, 0, 
21, 16, 0.7619047619047619, Fuck!"" I smiled when I heard Daxton's voice and slid off the stool. Ray followed me outside
1, 0, 0, 
3, 3, 1, He looked up
1, 0, 0, 
48, 35, 0.7291666666666666, Ha ha. Real funny. You won't be laughing when I run you over with this wheelchair."" He threatened and that made me laugh even harder. I felt the baby kick when he heard his dad's words and it warmed my heart.
1, 0, 0, 
3, 3, 1, I got you
1, 0, 0, 
1, 1, 1, Dammit
1, 0, 0, 
5, 4, 0.8, You know you can walk
1, 0, 0, 
4, 4, 1, Then why don't you
1, 0, 0, 
4, 4, 1, I got up slowly
1, 0, 0, 
1, 1, 1, Hmmm
1, 0, 0, 
31, 25, 0.8064516129032258, Marco's laugh rang through the house at my words and Daxton's red face was priceless. ""I think it's time for us to leave."" He chuckled
1, 0, 0, 
12, 9, 0.75, Ari!"" Daxton shouted behind me and I ignored him
1, 0, 0, 
6, 6, 1, When I got to the room
1, 0, 0, 
7, 7, 1, I leaned back and closed my eyes
1, 0, 0, 
25, 19, 0.76, Daxton! Get out!"" I yelled. He raised his eyebrows at my demand and kneeled down next to the tub.
1, 0, 0, 
3, 3, 1, It's my room
1, 0, 0, 
47, 32, 0.6808510638297872, I looked in his eyes and his green ones smoldered with desire. ""What are you doing?"" I whispered when his hand began to rub circles on my belly. Liquid heat shot straight to my core when his hand went lower
1, 0, 0, 
6, 6, 1, He chuckled softly and leaned forward
1, 0, 0, 
28, 20, 0.7142857142857143, One of his hands held the back of my head and the other slipped two fingers between my folds. I gasped and clamped around his fingers.
1, 0, 0, 
4, 4, 1, Already wet for me
1, 0, 0, 
1, 1, 1, Oh
1, 0, 0, 
5, 5, 1, Next time you tease me
1, 0, 0, 
7, 4, 0.5714285714285714, Fuck!"" I whisper-yelled
1, 0, 0, 
14, 10, 0.7142857142857143, Feel better?"" Daxton asked from his spot on the bed.
1, 0, 0, 
7, 4, 0.5714285714285714, Fuck off."" I muttered
1, 0, 0, 
3, 3, 1, Where you going
1, 0, 0, 
19, 14, 0.7368421052631579, I'm sleeping in a guest room. Don't bother following me."" I called out behind me
31, 20, 0.6451612903225806, 64703;"A month and a half passed and I'm closer to my due date. Living with Daxton is literally a pain in the ass
1, 0, 0, 
1, 1, 1, Ari
1, 0, 0, 
6, 6, 1, I sighed and sat down slowly
1, 0, 0, 
5, 5, 1, We went back and forth
1, 0, 0, 
1, 1, 1, Um
1, 0, 0, 
1, 1, 1, Ew
1, 0, 0, 
1, 1, 1, Hey
1, 0, 0, 
20, 16, 0.8, I thought for a while and one popped into my head. ""What about Dale? You know
1, 0, 0, 
1, 1, 1, Princess
1, 0, 0, 
1, 1, 1, Mmmm
1, 0, 0, 
8, 7, 0.875, Fine. Dale can be his middle name
