Total Count, Unique Count, Unique/Total Ratio, Text
1, 0, 0, 
6, 0, 0, * * *
1, 0, 0, 
2, 2, 1, Hours later
1, 0, 0, 
7, 4, 0.5714285714285714, They're here!"" He yelled
1, 0, 0, 
40, 32, 0.8, I almost lost my breath when I saw him. He had on dark jeans and a plain white t-shirt that stretched over his large muscles. I bet his ass looked good too. I shook my head
1, 0, 0, 
36, 24, 0.6666666666666666, I hope this is alright. I brought three different flavors just in case."" He said innocently and I giggled. Really Ari? Get it together. I told myself. 
1, 0, 0, 
2, 2, 1, That's fine
1, 0, 0, 
12, 8, 0.6666666666666666, I'm Arielle. What's your name?"" I asked her
1, 0, 0, 
13, 8, 0.6153846153846154, Natalie."" She whispered. She looked exactly like her dad
1, 0, 0, 
37, 29, 0.7837837837837838, Hi! I'm Axel. Wanna go play with my toys? I have a toy room!"" Axel got in front of me and started talking rapidly to the girl. Her eyes widened
1, 0, 0, 
1, 1, 1, Well
1, 0, 0, 
32, 21, 0.65625, Guess so. I'll show you where to put those."" I pointed to the ice cream and led him to the kitchen. When I got to the freezer
1, 0, 0, 
38, 27, 0.7105263157894737, Whoa there."" Michael caught me and I laughed nervously. He pulled me up and our faces were close to each other. I looked down at his plump lips and then at his eyes
1, 0, 0, 
1, 1, 1, Um
1, 0, 0, 
17, 13, 0.7647058823529411, Sorry. Here you go."" He handed me the ice cream and backed up
1, 0, 0, 
26, 18, 0.6923076923076923, Here. We can go in the living room....and talk?"" It came out like a question and Michael smiled
1, 0, 0, 
20, 14, 0.7, Sure. Lead the way."" We walked to the living room and sat down on the couch
1, 0, 0, 
1, 0, 0, 
1, 0, 0, 
5, 5, 1, For the next two hours
1, 0, 0, 
22, 20, 0.9090909090909091, I felt comfortable enough to tell him about the situation between me and Daxton and I swear he almost crushed his glass
1, 0, 0, 
12, 9, 0.75, No woman should be treated that way."" He commented
1, 0, 0, 
6, 3, 0.5, Ari?"" I froze
1, 0, 0, 
6, 3, 0.5, Shit."" I whispered
1, 0, 0, 
10, 7, 0.7, What are you doing?"" He asked darkly
1, 0, 0, 
20, 14, 0.7, Having a drink. Didn't I tell you to go find somewhere else to crash?"" I asked
1, 0, 0, 
7, 7, 1, Didn't know you were sleeping around already
1, 0, 0, 
1, 1, 1, Look
1, 0, 0, 
3, 3, 1, Don't buddy me
1, 0, 0, 
4, 4, 1, I'm not your girl
1, 0, 0, 
61, 41, 0.6721311475409836, And to think I came back for you."" He said nastily. ""You're right. Axel will be fine without me. Have fun with my sloppy seconds."" He said to Michael and that hit me hard. Unwanted tears welled up in my eyes at his harsh words and I turned around
1, 0, 0, 
1, 1, 1, Hey
1, 0, 0, 
36, 25, 0.6944444444444444, But what about Axel? He's only known his father for two days and now he's gone again. He needs his dad and--"" My voice broke and I covered my mouth
1, 0, 0, 
11, 9, 0.8181818181818182, Forget about Daxton. He's not worth your tears. Hey
1, 0, 0, 
2, 2, 1, I nodded
1, 0, 0, 
49, 34, 0.6938775510204082, His arms slipped around my hips and he pulled me against him. We stumbled back onto the couch and he fell on top of me. I wrapped my legs around his waist and brought his hips to mine. Michael groaned from the friction I caused.
1, 0, 0, 
4, 1, 0.25, Mommy!""
1, 0, 0, 
8, 5, 0.625, Daddy!"" We pulled apart quickly
1, 0, 0, 
13, 7, 0.5384615384615384, Oh my god..""  I touched my swollen lips
1, 0, 0, 
10, 7, 0.7, Ew you were kissing!"" Axel cried out
1, 0, 0, 
16, 10, 0.625, I'm sorry. I-I don't know what came over me and--""
1, 0, 0, 
42, 26, 0.6190476190476191, It's okay. Trust me."" Michael winked at me and my stomach flopped as my cheeks burned again. I smoothed my hair down and nodded. ""Ready to go?"" He asked Natalie.
1, 0, 0, 
7, 6, 0.8571428571428571, Yes! Can we come here again
1, 0, 0, 
3, 2, 0.6666666666666666, Oh! Uh
1, 0, 0, 
10, 7, 0.7, We should do this again."" He said
1, 0, 0, 
5, 5, 1, Are you asking me out
1, 0, 0, 
34, 25, 0.7352941176470589, Call me."" He mouthed and I laughed at his childishness. I walked him to the front door and waved as he left with his daughter. When they were gone
28, 17, 0.6071428571428571, 64715;"It had been month and Michael and I kept in touch everyday. We were getting closer and I liked that
1, 0, 0, 
8, 8, 1, Axel was used to not seeing his dad
1, 0, 0, 
7, 7, 1, I was just sitting in my office
1, 0, 0, 
28, 17, 0.6071428571428571, A man is out here asking for you."" She said. ""He's hot."" She whispered loudly and I laughed.
1, 0, 0, 
35, 24, 0.6857142857142857, Well tell him I'm busy and to leave ."" I reported and she nodded. I went back to writing up my reports when I heard a commotion outside my office.
1, 0, 0, 
26, 21, 0.8076923076923077, No! She said to leave!"" Sarah's voice cried out and my office door opened for the second time. Michael walked in
1, 0, 0, 
2, 2, 1, It's okay
1, 0, 0, 
6, 6, 1, So you want me to leave
1, 0, 0, 
11, 7, 0.6363636363636364, Now why would I want that?"" I asked
1, 0, 0, 
6, 3, 0.5, Mhmm."" Michael answered
1, 0, 0, 
6, 3, 0.5, Michael!"" I squealed
1, 0, 0, 
1, 1, 1, Sorry
1, 0, 0, 
17, 12, 0.7058823529411765, I love them."" I looked up at him and he pulled me close.
1, 0, 0, 
14, 9, 0.6428571428571429, I'm glad. Now you're coming with me."" I frowned.
1, 0, 0, 
24, 18, 0.75, What? But I have to work."" He took the flowers out my hand and laid them on my desk.
1, 0, 0, 
16, 12, 0.75, Not anymore you don't. You're coming with me and we're going out.""
1, 0, 0, 
6, 2, 0.3333333333333333, But I--""
1, 0, 0, 
22, 16, 0.7272727272727273, No buts. You need a break. You work too hard."" I opened my mouth to protest again
1, 0, 0, 
21, 15, 0.7142857142857143, Fine! Let me get my jacket."" His raised his arms with victory and twirled his hips around
1, 0, 0, 
4, 4, 1, Have a nice day
1, 0, 0, 
11, 11, 1, Michael led me to his G-wagon and I hopped in
1, 0, 0, 
12, 8, 0.6666666666666666, Where are we going?"" I asked. He smirked
1, 0, 0, 
6, 3, 0.5, Nope."" He said
1, 0, 0, 
11, 8, 0.7272727272727273, Ooo this is my song."" Michael said suddenly
1, 0, 0, 
25, 14, 0.56, Stoppppp!!!"" I yelled over him and he flashed me a grin. ""You sound terrible.""
1, 0, 0, 
24, 19, 0.7916666666666666, I'll have you know that I sound like John Legend when I sing. All the ladies say so."" Michael said
1, 0, 0, 
1, 1, 1, Well
1, 0, 0, 
24, 18, 0.75, You will soon."" Michael promised and hopped out. He jogged over to my side and opened my door for me
1, 0, 0, 
13, 9, 0.6923076923076923, Such a gentleman."" I joked and he smiled genuinely.
1, 0, 0, 
1, 1, 1, Always
1, 0, 0, 
7, 4, 0.5714285714285714, We're golfing?"" I asked
1, 0, 0, 
1, 1, 1, Yes
1, 0, 0, 
26, 18, 0.6923076923076923, The lady looked up and immediately straightened when she saw Michael. ""Hello! How may I help you?"" She said
1, 0, 0, 
50, 32, 0.64, I need two slots for me and my girlfriend."" He stated and my eyes widened. So he was paying attention to the failed attempts the girl was trying to make. The girl's eyes flitted to me and she frowned before turning to her computer.
1, 0, 0, 
27, 13, 0.48148148148148145, Sure."" She typed away before pointing to the lockers down the hall. ""Grab 8 and 9.""
1, 0, 0, 
35, 29, 0.8285714285714286, Thank you so much."" Michael flashed him one of his panty dropping smiles and the girl immediately smiled back. I choked back a laugh as we walked to our bags.
1, 0, 0, 
14, 10, 0.7142857142857143, You can't shut her down and then charm her."" I whispered
1, 0, 0, 
50, 33, 0.66, Why not? I do it to you all the time."" I gasped playfully and hit his arm. He bit his lip and chuckled. ""I'm joking."" He kissed my cheek and then grabbed both bags filled with golf clubs.
1, 0, 0, 
5, 5, 1, I can hold my own
1, 0, 0, 
1, 1, 1, Uh
1, 0, 0, 
5, 5, 1, You're making me look bad
1, 0, 0, 
1, 1, 1, Hey
1, 0, 0, 
1, 1, 1, Okay
1, 0, 0, 
15, 12, 0.8, You start off like this."" He placed his hands on my hips
1, 0, 0, 
8, 3, 0.375, Michael..."" I breathed
1, 0, 0, 
12, 8, 0.6666666666666666, Michael."" A man's voice called out. I froze
1, 0, 0, 
5, 3, 0.6, It was Lance."
10, 3, 0.3, 64716;"Lance stood there
1, 0, 0, 
2, 2, 1, Long time
1, 0, 0, 
9, 6, 0.6666666666666666, For a good reason."" I responded
1, 0, 0, 
4, 4, 1, He tsked three times
1, 0, 0, 
4, 4, 1, What do you want
1, 0, 0, 
1, 1, 1, My
1, 0, 0, 
21, 17, 0.8095238095238095, I released a breath I didn't know I was holding and turned to Michael. He was staring out in space
1, 0, 0, 
9, 4, 0.4444444444444444, Him. I just can't--""
1, 0, 0, 
3, 3, 1, Forget about him
1, 0, 0, 
1, 1, 1, Thanks
1, 0, 0, 
8, 5, 0.625, You're always starving."" I said
1, 0, 0, 
12, 9, 0.75, Where do you want to eat at?"" He asked
1, 0, 0, 
25, 17, 0.68, I snapped out of my daze and looked at his eyes. A smirk was on his lips. ""What?""
1, 0, 0, 
5, 5, 1, You were checking me out
1, 0, 0, 
10, 6, 0.6, No."" I lied and he laughed.
1, 0, 0, 
1, 1, 1, Liar
1, 0, 0, 
14, 8, 0.5714285714285714, Oh my god."" I mouthed. ""What are you
1, 0, 0, 
11, 8, 0.7272727272727273, Maybe."" He wiggled his eyebrows and I smiled
1, 0, 0, 
22, 18, 0.8181818181818182, We finally decided to eat at a burger joint because you can never go wrong with a burger. After we ate
1, 0, 0, 
6, 3, 0.5, Hello?"" I answered
1, 0, 0, 
5, 4, 0.8, Ari! I need you
1, 0, 0, 
1, 1, 1, Goddammit
1, 0, 0, 
8, 5, 0.625, Who was that?"" Michael asked
1, 0, 0, 
10, 8, 0.8, Rayna. She said she needs me at her place
1, 0, 0, 
1, 1, 1, Alright
1, 0, 0, 
14, 9, 0.6428571428571429, I had a great time today. Thank you."" I said
1, 0, 0, 
5, 4, 0.8, I did too. Anytime
1, 0, 0, 
13, 9, 0.6923076923076923, Michael!"" He burst out laughing and finally kissed me.
1, 0, 0, 
12, 9, 0.75, You gotta admit that was kinda funny."" He said
1, 0, 0, 
11, 8, 0.7272727272727273, I stuck my tongue out at him. ""No
1, 0, 0, 
53, 37, 0.6981132075471698, See ya tomorrow!"" He yelled before slipping into his car. I waved and walked into Rayna's house. It was pretty big and I was so happy when she got her own place so that I wouldn't hear her and Marco doing the nasty all the time. 
1, 0, 0, 
34, 22, 0.6470588235294118, Ray! I'm here!"" I yelled and my voice echoed through the rooms. I walked to the entertainment room and found her and Marco making out. ""Ugh
1, 0, 0, 
7, 7, 1, Rayna giggled and climbed off of Marco
1, 0, 0, 
4, 4, 1, It's been four days
1, 0, 0, 
2, 2, 1, Same old
1, 0, 0, 
27, 21, 0.7777777777777778, I don't know. I think I'll have to find another person to marry because this one is out of her mind."" He said
1, 0, 0, 
15, 10, 0.6666666666666666, Hey!"" She said frowning. Marco grinned and kissed her forehead.
1, 0, 0, 
2, 2, 1, I'm joking
1, 0, 0, 
18, 10, 0.5555555555555556, He's just so....dreamy. I can't believe we're engaged."" I scoffed
1, 0, 0, 
1, 1, 1, Yeah
1, 0, 0, 
19, 15, 0.7894736842105263, Aw I interrupted your date with Mr. FineAss Mikey?"" She said in a baby voice
1, 0, 0, 
8, 7, 0.875, Shut up. Now what do you need
1, 0, 0, 
7, 3, 0.42857142857142855, Sam visited me."""
31, 17, 0.5483870967741935, 64717;"*prsmkdwn-b**WARNING! THIS CHAPTER CONTAINS MATURE/SEXUAL CONTENT. IF YOU ARE NOT 18 YEARS OLD OR OLDER
1, 0, 0, 
11, 6, 0.5454545454545454, What?! Are you serious?"" I asked
1, 0, 0, 
1, 1, 1, Yeah
1, 0, 0, 
12, 11, 0.9166666666666666, I thought about that. Why would Sam come and visit Rayna
1, 0, 0, 
1, 1, 1, Truthfully
1, 0, 0, 
19, 15, 0.7894736842105263, I laughed and pulled her back before she could drown in her wine. ""You'll be fine
1, 0, 0, 
10, 7, 0.7, Thank you so much. You know I love you
1, 0, 0, 
9, 6, 0.6666666666666666, Ew Ray!"" I wiped my cheek
1, 0, 0, 
18, 14, 0.7777777777777778, Shouldn't you be picking up Ax now?"" I looked at my watch and gasped.
1, 0, 0, 
47, 28, 0.5957446808510638, Oh shit! Thanks for reminding me. I totally lost track of time."" Then I realized I didn't have my car with me. ""Can you drive me to work so I can get my car?"" Ray nodded
1, 0, 0, 
21, 16, 0.7619047619047619, Already on it. Let's go."" She drove me to my job and I got in my car
1, 0, 0, 
6, 3, 0.5, Ax!"" I yelled
1, 0, 0, 
1, 1, 1, Hi
1, 0, 0, 
18, 11, 0.6111111111111112, Hi baby. Hi Natalie."" Natalie smiled widely and gave me a big hug.
1, 0, 0, 
10, 9, 0.9, Hi Ari. Can I come to your house today
1, 0, 0, 
11, 10, 0.9090909090909091, Of course! Let me call your dad and tell him
1, 0, 0, 
19, 14, 0.7368421052631579, Yo."" Was Michael's answer when he picked up the phone. I breathed a laugh.
1, 0, 0, 
1, 1, 1, Hey
1, 0, 0, 
1, 1, 1, Hmmm
1, 0, 0, 
1, 1, 1, Alright
1, 0, 0, 
1, 1, 1, Okay
1, 0, 0, 
22, 17, 0.7727272727272727, Then you get a snack. But don't eat everything or you won't have anything for tomorrow."" Knowing Axel
1, 0, 0, 
52, 38, 0.7307692307692307, Okay!"" Come on Natalie! There's this new show that came on and--"" His voice got fainter as they ran towards the entertainment room. That should keep them occupied for a while. I hurried upstairs to take my shower before Michael came.
1, 0, 0, 
4, 4, 1, When I was done
1, 0, 0, 
16, 11, 0.6875, Michael!"" I gasped when I saw him laying back on my bed.
1, 0, 0, 
10, 6, 0.6, Hey--whoa."" He sat up quickly
1, 0, 0, 
11, 8, 0.7272727272727273, Of course you do."" I cracked a smile
1, 0, 0, 
23, 17, 0.7391304347826086, You sure you wanna do this?"" He asked and I smiled at how much of a gentleman he was.
1, 0, 0, 
5, 5, 1, I one hundred percent sure
1, 0, 0, 
43, 34, 0.7906976744186046, He flung it to the floor and smiled cheekily as he did the same with his pants. His large bulge strained against his boxers and I felt my whole both heat up with desire. When he pulled me back towards him
1, 0, 0, 
8, 4, 0.5, Holy--"" He trailed off
1, 0, 0, 
33, 24, 0.7272727272727273, Oh my--"" I moaned loudly and gasped at the wonderful feeling of his hot breath on my heaving chest. Michael removed his hands and took his boxers off
1, 0, 0, 
10, 7, 0.7, Turn around."" He ordered and I complied
1, 0, 0, 
2, 2, 1, That's it
1, 0, 0, 
3, 3, 1, Oh my god
1, 0, 0, 
24, 20, 0.8333333333333334, A knock sounded against the bedroom door and we both froze. The door creaked open and Michael covered us with he thick blanket
1, 0, 0, 
13, 10, 0.7692307692307693, Mommy?"" I heard Axel's voice and cursed under my breath
1, 0, 0, 
3, 3, 1, Your mom is
1, 0, 0, 
12, 10, 0.8333333333333334, Okay. Tell her me and Natalie are gonna eat her cookies
1, 0, 0, 
1, 1, 1, Alright
1, 0, 0, 
22, 16, 0.7272727272727273, Oh my god! I can't believe that just--mmmm."" Michael shut me up be kissing me hard
1, 0, 0, 
21, 19, 0.9047619047619048, Desire and undisguised emotion burned deep inside his eyes and something tightened in my chest before I cried out his name
1, 0, 0, 
7, 7, 1, Different emotions hit me at one time
16, 4, 0.25, 64718;"""You hungry?"" Michael asked
1, 0, 0, 
12, 11, 0.9166666666666666, A sandwich will be fine. And I can make it myself
1, 0, 0, 
4, 4, 1, I know you can
1, 0, 0, 
5, 1, 0.2, Michael--""
1, 0, 0, 
1, 1, 1, Uh
1, 0, 0, 
12, 8, 0.6666666666666666, Fine. Work your magic."" I wiggled my fingers
1, 0, 0, 
1, 1, 1, Now
1, 0, 0, 
4, 4, 1, It's just a sandwich
1, 0, 0, 
17, 13, 0.7647058823529411, How dare you say it's just a sandwich?"" He asked in a high voice
1, 0, 0, 
8, 5, 0.625, Because it is."" I said
1, 0, 0, 
12, 9, 0.75, I'll prove to you that it's not."" He whispered
1, 0, 0, 
14, 11, 0.7857142857142857, Prove it to me."" I pressed my lips against his softly
1, 0, 0, 
26, 16, 0.6153846153846154, Daddy!"" Natalie's voice sounded down the hall and got closer. ""Arielle!"" We both looked towards the entryway
1, 0, 0, 
4, 4, 1, We're in the kitchen
1, 0, 0, 
9, 6, 0.6666666666666666, Daddy."" She slinked up to him
1, 0, 0, 
1, 1, 1, Uh
1, 0, 0, 
4, 4, 1, What's on your mind
1, 0, 0, 
24, 20, 0.8333333333333334, I wanna go to the wedding with Axel."" She whispered loudly. Michael's eyes widened and he looked up at me
1, 0, 0, 
3, 2, 0.6666666666666666, Wedding? Uh
1, 0, 0, 
1, 1, 1, No
1, 0, 0, 
1, 1, 1, Oh
1, 0, 0, 
8, 5, 0.625, It's okay."" I said softly
1, 0, 0, 
27, 22, 0.8148148148148148, Of course I'll be your date. Hear that Natalie? You're finally going to a wedding."" Michael told his daughter and she squealed
1, 0, 0, 
12, 5, 0.4166666666666667, Thank you thank you thank you!"" She ran out
1, 0, 0, 
12, 10, 0.8333333333333334, She was going to be a handful when she got older.
1, 0, 0, 
6, 0, 0, * * *
1, 0, 0, 
9, 6, 0.6666666666666666, It doesn't look right!"" Rayna said
1, 0, 0, 
1, 1, 1, Ray
1, 0, 0, 
3, 3, 1, Oh my god
1, 0, 0, 
32, 24, 0.75, Rayna."" I stopped her with my hands and looked her square in the eye. ""If a guy leaves you because of a blemish on your face
1, 0, 0, 
61, 40, 0.6557377049180327, Rayna smiled and pulled me into a bone crushing hug. ""You are truly the best friend in the entire universe. Now I wanna cry."" She sniffed. ""But I can't or I'll ruin my makeup."" She took a deep breath and smoothed her dress out. ""Okay
1, 0, 0, 
53, 40, 0.7547169811320755, We formed a line and walked out. I was last because I had to end up right next to the altar. I felt butterflies in my stomach and I wasn't even the one getting married. This reminded me of what it felt like to be engaged to Daxton: preparations
1, 0, 0, 
6, 6, 1, When we got to the front
1, 0, 0, 
1, 0, 0, 
1, 0, 0, 
13, 12, 0.9230769230769231, So when they said seeing the bride before the wedding is bad luck
1, 0, 0, 
9, 6, 0.6666666666666666, You scared me!"" I said laughing
1, 0, 0, 
1, 1, 1, Mhmm
1, 0, 0, 
24, 18, 0.75, Michael!"" I said around a mouthful of what I believed was a turkey cold cut sandwich. He burst out laughing
1, 0, 0, 
11, 8, 0.7272727272727273, Oh no you didn't."" He lunged at me
1, 0, 0, 
1, 1, 1, Alright
1, 0, 0, 
6, 3, 0.5, Karma."" He said
1, 0, 0, 
2, 2, 1, Stop it
1, 0, 0, 
1, 1, 1, Mommy
1, 0, 0, 
13, 9, 0.6923076923076923, Uhh--"" I held in a laugh and looked Michael
1, 0, 0, 
2, 2, 1, Yeah daddy
1, 0, 0, 
1, 1, 1, Oh
1, 0, 0, 
10, 7, 0.7, You're gonna make me dizzy."" I breathed
1, 0, 0, 
24, 19, 0.7916666666666666, What?"" I asked softly. Michael didn't answer me. He only wiped the icing from my face and leaned down
10, 1, 0.1, 64719;"""Ax
1, 0, 0, 
5, 5, 1, I walked down the hall
1, 0, 0, 
18, 11, 0.6111111111111112, And then I was like pow!"" I heard his voice faintly. ""But
1, 0, 0, 
1, 1, 1, Daxton
1, 0, 0, 
18, 11, 0.6111111111111112, I came to see my son. And get my house back."" I scoffed.
1, 0, 0, 
25, 18, 0.72, We haven't seen you in weeks and you expect me to believe that?"" I said angrily. Daxton shrugged and smirked.
1, 0, 0, 
6, 6, 1, I don't care what you believe
1, 0, 0, 
9, 4, 0.4444444444444444, Interesting..."" He trailed off
1, 0, 0, 
1, 1, 1, Well
1, 0, 0, 
1, 1, 1, Ow
1, 0, 0, 
1, 1, 1, Daxton
1, 0, 0, 
22, 16, 0.7272727272727273, Why should I? I think I wanna spend some time with my son and you're not letting me.""
1, 0, 0, 
15, 9, 0.6, Stop lying!"" I cried out. ""Just leave us alone
1, 0, 0, 
21, 14, 0.6666666666666666, You think I'm lying?"" He growled in my ear menacingly. ""I made him with you
1, 0, 0, 
12, 9, 0.75, Not if you leave for four years!"" I shouted
1, 0, 0, 
1, 1, 1, Hmmm
1, 0, 0, 
21, 16, 0.7619047619047619, I'd rather die."" I spit out. Daxton grinned manically and cupped the back of my neck.
1, 0, 0, 
16, 10, 0.625, You don't know how accurate you will be...soon."" With that
1, 0, 0, 
11, 7, 0.6363636363636364, Daddy! Let Mommy go!"" Axel cried out
1, 0, 0, 
12, 9, 0.75, Fuck!"" He yelped in pain and I breathed heavily
1, 0, 0, 
9, 6, 0.6666666666666666, He hurt my arm."" Axel said
1, 0, 0, 
10, 7, 0.7, You're gonna regret that."" He said darkly
1, 0, 0, 
38, 26, 0.6842105263157895, I wouldn't do that if I were you."" Daxton skidded to a stop and turned around to see who said that. I sighed with relief when I saw that it was Michael. 
1, 0, 0, 
18, 14, 0.7777777777777778, Daxton laughed and walked over to Michael. ""And what are you gonna do about it
1, 0, 0, 
38, 24, 0.631578947368421, Michael frowned and clenched his fists by his sides. ""You need to leave. Now."" Daxton coked his head to the side and ran his hand through his shoulder length hair.
1, 0, 0, 
5, 4, 0.8, Fine. See ya soon
1, 0, 0, 
8, 4, 0.5, Not likely."" I muttered.
1, 0, 0, 
51, 33, 0.6470588235294118, That's debatable."" He smiled and walked out the door. ""I want my house back!"" He sang loudly from outside and I felt tears drip down my face. Why did I have to have a kid with such an asshole? 
1, 0, 0, 
8, 5, 0.625, Are you okay?"" Michael asked
1, 0, 0, 
25, 15, 0.6, I'm fine."" I winced when I stood up and Michael noticed. ""You came just in time.""
1, 0, 0, 
9, 7, 0.7777777777777778, No you're not. He hurt you. Yeah
1, 0, 0, 
13, 9, 0.6923076923076923, I said I'm fine."" I snapped before turning to Axel
1, 0, 0, 
15, 11, 0.7333333333333333, Daddy's a meanie. I don't wanna see him again!"" He said
1, 0, 0, 
14, 7, 0.5, I'm sorry. I just--""  I blinked back tears
1, 0, 0, 
2, 2, 1, I understand
1, 0, 0, 
2, 2, 1, Thank you
1, 0, 0, 
28, 16, 0.5714285714285714, Anytime."" He bent low to face Axel. ""Wanna see who can pack the boxes the fastest?"" He asked.
1, 0, 0, 
11, 7, 0.6363636363636364, Yeah! I'm gonna beat you!"" Axel challenged
1, 0, 0, 
18, 14, 0.7777777777777778, Go get em tiger."" I laughed and Michael winked at me before following Axel.
1, 0, 0, 
6, 0, 0, * * *
1, 0, 0, 
6, 3, 0.5, Finally."" I said
1, 0, 0, 
10, 7, 0.7, My room is bigger!"" Axel said happily
1, 0, 0, 
1, 1, 1, Alright
1, 0, 0, 
6, 3, 0.5, Okay."" He said
1, 0, 0, 
19, 12, 0.631578947368421, Do you think that....that we'll be better off without Daddy?"" I asked
1, 0, 0, 
34, 23, 0.6764705882352942, Yeah we will because he's mean to me and to you and you're perfect so I don't know why he does that."" He stated and I laughed. ""Plus
1, 0, 0, 
3, 3, 1, I'm not perfect
1, 0, 0, 
2, 2, 1, Uh huh
1, 0, 0, 
7, 4, 0.5714285714285714, He did?"" I asked
1, 0, 0, 
14, 11, 0.7857142857142857, Wanna know what I want for my birthday tomorrow?"" He asked
1, 0, 0, 
6, 3, 0.5, What?"" I said
1, 0, 0, 
27, 20, 0.7407407407407407, A Flash suit! I could wear it for costume day at school and maybe even Halloween!"" I chuckled and ruffled his hair.
1, 0, 0, 
1, 1, 1, Sure
1, 0, 0, 
3, 3, 1, I love you
1, 0, 0, 
4, 4, 1, I love you too
1, 0, 0, 
6, 0, 0, * * *
1, 0, 0, 
57, 34, 0.5964912280701754, A bang came from the front door and I shot up groggily. I must have fallen asleep waiting for Michael. I looked at the clock and it read 4:30 a.m. I got up slowly and grabbed the bat. A shadowy figure came near me and I swung.
1, 0, 0, 
3, 2, 0.6666666666666666, Ow! Ari
1, 0, 0, 
10, 7, 0.7, What are you doing here?"" I whispered
1, 0, 0, 
3, 2, 0.6666666666666666, I--uh
1, 0, 0, 
17, 11, 0.6470588235294118, You were supposed to meet me hours ago! Where were you?"" I asked
1, 0, 0, 
2, 2, 1, I know
1, 0, 0, 
15, 11, 0.7333333333333333, You need to leave."" I said plainly and his jaw dropped.
1, 0, 0, 
8, 6, 0.75, What? Why? You wanted me here
1, 0, 0, 
7, 7, 1, I wanted you here seven hours ago
1, 0, 0, 
14, 10, 0.7142857142857143, I'm here now. What more do you want?"" He asked
1, 0, 0, 
36, 24, 0.6666666666666666, Just leave please."" I opened the door and gestured for him to leave. I wasn't in the mood and I was tired. Michael gave me a withering look and sighed.
1, 0, 0, 
3, 3, 1, Whatever you want
12, 5, 0.4166666666666667, 64720;"They fevered their lips together
5, 5, 1, Savages in this blissful lust
4, 4, 1, Each their own entrepreneur
3, 3, 1, He lifts her
5, 5, 1, Firm hold on her thighs
5, 5, 1, Splashes her against the wall
22, 9, 0.4090909090909091, *prsmkdwn-i**prsmkdwn-b*The ocean wave breaks onto the jetty */prsmkdwn-b**/prsmkdwn-i*
3, 3, 1, He enters her
20, 8, 0.4, *prsmkdwn-i**prsmkdwn-b*The water flows into the rocks*/prsmkdwn-b**/prsmkdwn-i*
6, 6, 1, She grabs his hair and pulls
15, 8, 0.5333333333333333, *prsmkdwn-i**prsmkdwn-b*""For the love of God""
12, 7, 0.5833333333333334, */prsmkdwn-b**/prsmkdwn-i*Her body is flattened
5, 5, 1, Crushed between two substantial forces
4, 4, 1, One does not move
12, 9, 0.75, *prsmkdwn-i**prsmkdwn-b*The other pulverizes deep inside her
14, 8, 0.5714285714285714, */prsmkdwn-b**/prsmkdwn-i*Her breaths turn to grunts 
5, 5, 1, She has lost all senses
9, 6, 0.6666666666666666, *prsmkdwn-i**prsmkdwn-b*A rag doll
6, 5, 0.8333333333333334, His barbaric actions take over 
5, 5, 1, Pleasure is turning her mad
5, 5, 1, She gnaws at his forehead
5, 4, 0.8, He feels no pain 
19, 8, 0.42105263157894735, *prsmkdwn-i**prsmkdwn-b*The ocean unleashes her tide*/prsmkdwn-b**/prsmkdwn-i*
7, 7, 1, He lets her drop to the floor
5, 4, 0.8, She takes him in 
5, 5, 1, He releases his hot seed
4, 4, 1, She swallows the offering
4, 4, 1, He grabs her hair
7, 6, 0.8571428571428571, Pulls her flimsy body to her feet
7, 7, 1, She barely has enough energy to stand
5, 5, 1, Orgasms still rippling through her
6, 6, 1, He tastes himself in her kiss
8, 6, 0.75, You better gather yourself"" she thinks
17, 10, 0.5882352941176471, *prsmkdwn-i**prsmkdwn-b*As the elevator 'dings' and the doors open...
15, 3, 0.2, */prsmkdwn-b**/prsmkdwn-i**prsmkdwn-i**prsmkdwn-b*
11, 4, 0.36363636363636365, */prsmkdwn-b**/prsmkdwn-i*~ADayDreamWriter"
18, 11, 0.6111111111111112, 64721;"After dropping Axel off to my parents' house the next day
1, 0, 0, 
1, 1, 1, Now
1, 0, 0, 
7, 7, 1, Just when I began to think that
1, 0, 0, 
2, 2, 1, Come on
1, 0, 0, 
34, 28, 0.8235294117647058, I perked up and watched a man in black walk over to Michael. They shook hands and Michael looked around before handing him something. I squinted trying to see what it was
1, 0, 0, 
1, 1, 1, Look
1, 0, 0, 
1, 1, 1, Yeah
1, 0, 0, 
5, 5, 1, Could I still trust Michael
1, 0, 0, 
1, 0, 0, 
1, 0, 0, 
21, 15, 0.7142857142857143, Wow! I wish I had a party like this when I was younger."" Rayna said in awe
1, 0, 0, 
4, 4, 1, I smiled and nodded
1, 0, 0, 
17, 14, 0.8235294117647058, But imagine how much cleaning will have to be done after this."" I commented
1, 0, 0, 
1, 1, 1, Yuck
1, 0, 0, 
15, 11, 0.7333333333333333, I tilted my head back and laughed. ""That's so true. Well
1, 0, 0, 
1, 1, 1, Soooo
1, 0, 0, 
47, 37, 0.7872340425531915, It's dumb and I can't even explain it myself since I don't know all the details. All I know is that he's been dealing with Jeremy for what seems to be a while now."" Rayna's eyes widened and she slapped my arm.
1, 0, 0, 
23, 16, 0.6956521739130435, Shut up! No way! How do you know?"" I pulled my bottom lip into my mouth nervously.
1, 0, 0, 
1, 1, 1, Uh
